"[""R""]",{4}{R},Cleaver Riot,Creatures you control gain double strike until end of turn. (They deal both first-strike and regular combat damage.),,,Sorcery
"[""W""]",{3}{W},"Cenn's Enlistment","Create two 1/1 white Kithkin Soldier creature tokens.
Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)",,,Sorcery
"[""G""]",{3}{G},Peema Aether-Seer,"When Peema Aether-Seer enters the battlefield, you get an amount of {E} (energy counters) equal to the greatest power among creatures you control.
Pay {E}{E}{E}: Target creature blocks this turn if able.",3,2,Creature — Elf Druid
"[""B""]",{3}{B}{B},Doom Whisperer,"Flying, trample
Pay 2 life: Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",6,6,Creature — Nightmare Demon
"[""W""]",{1}{W},Otherworldly Journey,"Exile target creature. At the beginning of the next end step, return that card to the battlefield under its owner's control with a +1/+1 counter on it.",,,Instant — Arcane
"[""R"",""W""]",{2}{R/W},Scourge of the Nobilis,"Enchant creature
As long as enchanted creature is red, it gets +1/+1 and has ""{R/W}: This creature gets +1/+0 until end of turn.""
As long as enchanted creature is white, it gets +1/+1 and has lifelink. (Damage dealt by the creature also causes its controller to gain that much life.)",,,Enchantment — Aura
"[""W""]",{W},Oppressive Rays,"Enchant creature
Enchanted creature can't attack or block unless its controller pays {3}.
Activated abilities of enchanted creature cost {3} more to activate.",,,Enchantment — Aura
"[""G"",""R""]",{5}{G},Cavern Thoctar,{1}{R}: Cavern Thoctar gets +1/+0 until end of turn.,5,5,Creature — Beast
"[""G""]",{2}{G},Harrier Naga,,3,3,Creature — Naga Warrior
"[""B""]",{B},"Predator's Gambit","Enchant creature
Enchanted creature gets +2/+1.
Enchanted creature has intimidate as long as its controller controls no other creatures. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)",,,Enchantment — Aura
"[""G""]",{1}{G},Display of Dominance,"Choose one —
• Destroy target blue or black noncreature permanent.
• Permanents you control can't be the targets of blue or black spells your opponents control this turn.",,,Instant
"[""U"",""W""]",{5}{W}{W}{U},Filigree Angel,"Flying
When Filigree Angel enters the battlefield, you gain 3 life for each artifact you control.",4,4,Artifact Creature — Angel
"[""W""]",{3}{W},Inspiring Captain,"When Inspiring Captain enters the battlefield, creatures you control get +1/+1 until end of turn.",3,3,Creature — Human Knight
"[""R""]",{2}{R},Lightning Talons,"Enchant creature
Enchanted creature gets +3/+0 and has first strike. (It deals combat damage before creatures without first strike.)",,,Enchantment — Aura
"[""G"",""W""]",{G}{W},Selesnya Evangel,"{1}, {T}, Tap an untapped creature you control: Create a 1/1 green Saproling creature token.",1,2,Creature — Elf Shaman
"[""B"",""W""]",{2}{W}{B},Seraph of the Scales,"Flying
{W}: Seraph of the Scales gains vigilance until end of turn.
{B}: Seraph of the Scales gains deathtouch until end of turn.
Afterlife 2 (When this creature dies, create two 1/1 white and black Spirit creature tokens with flying.)",4,3,Creature — Angel
"[""B""]",{2}{B},Vanquish the Weak,Destroy target creature with power 3 or less.,,,Instant
"[""B""]",{1}{B},Lost Hours,Target player reveals their hand. You choose a nonland card from it. That player puts that card into their library third from the top.,,,Sorcery
"[""U""]",{X}{U},Broken Ambitions,"Counter target spell unless its controller pays {X}. Clash with an opponent. If you win, that spell's controller mills four cards. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher converted mana cost.)",,,Instant
"[""U""]",{U},Twisted Image,"Switch target creature's power and toughness until end of turn.
Draw a card.",,,Instant
"[""B"",""G"",""R""]",{4}{B}{R}{G},Charnelhoard Wurm,"Trample
Whenever Charnelhoard Wurm deals damage to an opponent, you may return target card from your graveyard to your hand.",6,6,Creature — Wurm
"[""U""]",{4}{U},Spin into Myth,"Put target creature on top of its owner's library, then fateseal 2. (To fateseal 2, look at the top two cards of an opponent's library, then put any number of them on the bottom of that player's library and the rest on top in any order.)",,,Instant
"[""W""]",{W}{W},Vanguard of Brimaz,"Vigilance
Heroic — Whenever you cast a spell that targets Vanguard of Brimaz, create a 1/1 white Cat Soldier creature token with vigilance.",2,2,Creature — Cat Soldier
"[""G""]",{1}{G},Warbriar Blessing,"Enchant creature you control
When Warbriar Blessing enters the battlefield, enchanted creature fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)
Enchanted creature gets +0/+2.",,,Enchantment — Aura
"[""R""]",{X}{R}{R},Electrodominance,Electrodominance deals X damage to any target. You may cast a spell with converted mana cost X or less from your hand without paying its mana cost.,,,Instant
"[""R""]",{2}{R},Vile Aggregate,"Devoid (This card has no color.)
Vile Aggregate's power is equal to the number of colorless creatures you control.
Trample
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)",*,5,Creature — Eldrazi Drone
"[""W""]",{W},Topplegeist,"Flying
When Topplegeist enters the battlefield, tap target creature an opponent controls.
Delirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, tap target creature that player controls.",1,1,Creature — Spirit
"[""G""]",{3}{G}{G}{G},Nyxborn Colossus,,6,7,Enchantment Creature — Giant
"[""W""]",{W},"Ajani's Welcome","Whenever a creature enters the battlefield under your control, you gain 1 life.",,,Enchantment
"[""U""]",{6}{U},Swarm Intelligence,"Whenever you cast an instant or sorcery spell, you may copy that spell. You may choose new targets for the copy.",,,Enchantment
"[""R""]",{3}{R},Ferocious Tigorilla,"Ferocious Tigorilla enters the battlefield with your choice of a trample counter or a menace counter on it. (A creature with menace can't be blocked except by two or more creatures.)",4,3,Creature — Cat Ape
"[""U""]",{3}{U}{U},Ringwarden Owl,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",3,3,Creature — Bird
[],{0},Herbal Poultice,"{3}, Sacrifice Herbal Poultice: Regenerate target creature.",,,Artifact
"[""R""]",,Teetering Peaks,"Teetering Peaks enters the battlefield tapped.
When Teetering Peaks enters the battlefield, target creature gets +2/+0 until end of turn.
{T}: Add {R}.",,,Land
"[""R""]",{1}{R},Madcap Skills,"Enchant creature
Enchanted creature gets +3/+0 and has menace.",,,Enchantment — Aura
"[""B""]",{B},Ulcerate,Target creature gets -3/-3 until end of turn. You lose 3 life.,,,Instant
"[""R""]",{2}{R},Crush the Weak,"Crush the Weak deals 2 damage to each creature. If a creature dealt damage this way would die this turn, exile it instead.
Foretell {R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",,,Sorcery
"[""R""]",{6}{R},Faultgrinder,"Trample
When Faultgrinder enters the battlefield, destroy target land.
Evoke {4}{R} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",4,4,Creature — Elemental
"[""R""]",{2}{R},Goblin Brawler,"First strike
Goblin Brawler can't be equipped.",2,2,Creature — Goblin Warrior
"[""R""]",{2}{R},Thopter Engineer,"When Thopter Engineer enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.
Artifact creatures you control have haste. (They can attack and {T} as soon as they come under your control.)",1,3,Creature — Human Artificer
[],{4},Juggernaut,"Juggernaut attacks each combat if able.
Juggernaut can't be blocked by Walls.",5,3,Artifact Creature — Juggernaut
"[""U""]",{U},Vortex Elemental,"{U}: Put Vortex Elemental and each creature blocking or blocked by it on top of their owners' libraries, then those players shuffle their libraries.
{3}{U}{U}: Target creature blocks Vortex Elemental this turn if able.",0,1,Creature — Elemental
"[""G"",""W""]",{G}{W},"Eladamri's Call","Search your library for a creature card, reveal that card, put it into your hand, then shuffle your library.",,,Instant
"[""B"",""U""]",{1}{U/B},Lurking Informant,"({U/B} can be paid with either {U} or {B}.)
{2}, {T}: Look at the top card of target player's library. You may put that card into that player's graveyard.",1,2,Creature — Human Rogue
"[""R""]",{3}{R},"Rivals' Duel",Choose two target creatures that share no creature types. Those creatures fight each other. (Each deals damage equal to its power to the other.),,,Sorcery
"[""R""]",{5}{R},Battering Sliver,All Sliver creatures have trample.,4,4,Creature — Sliver
"[""W""]",{2}{W}{W},Ampryn Tactician,"When Ampryn Tactician enters the battlefield, creatures you control get +1/+1 until end of turn.",3,3,Creature — Human Soldier
"[""U""]",{1}{U},Font of Fortunes,"{1}{U}, Sacrifice Font of Fortunes: Draw two cards.",,,Enchantment
"[""G""]",{4}{G},Pheres-Band Centaurs,,3,7,Creature — Centaur Warrior
"[""G""]",{4}{G}{G}{G},Plated Slagwurm,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)",8,8,Creature — Wurm
"[""R"",""W""]",{1}{R}{R}{W},Flame-Kin Zealot,"When Flame-Kin Zealot enters the battlefield, creatures you control get +1/+1 and gain haste until end of turn.",2,2,Creature — Elemental Berserker
"[""B""]",{1}{B}{B},Grimdancer,"Grimdancer enters the battlefield with your choice of two different counters on it from among menace, deathtouch, and lifelink.",3,3,Creature — Nightmare
"[""U""]",{3}{U},Glen Elendra Pranksters,"Flying
Whenever you cast a spell during an opponent's turn, you may return target creature you control to its owner's hand.",1,3,Creature — Faerie Wizard
"[""G""]",{G},Enter the Unknown,"Target creature you control explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on the creature, then put the card back or put it into your graveyard.)
You may play an additional land this turn.",,,Sorcery
"[""U""]",{1},Aether Spellbomb,"{U}, Sacrifice Aether Spellbomb: Return target creature to its owner's hand.
{1}, Sacrifice Aether Spellbomb: Draw a card.",,,Artifact
"[""B"",""R"",""W""]",{2}{W}{W},Mythos of Snapdax,"Each player chooses an artifact, a creature, an enchantment, and a planeswalker from among the nonland permanents they control, then sacrifices the rest. If {B}{R} was spent to cast this spell, you choose the permanents for each player instead.",,,Sorcery
"[""G"",""W""]",{3}{W},Prized Elephant,"Prized Elephant gets +1/+1 as long as you control a Forest.
{G}: Prized Elephant gains trample until end of turn. (It can deal excess combat damage to the player or planeswalker it's attacking.)",3,3,Creature — Elephant
"[""G""]",{1}{G},Ram Through,"Target creature you control deals damage equal to its power to target creature you don't control. If the creature you control has trample, excess damage is dealt to that creature's controller instead.",,,Instant
"[""B""]",{2}{B},Fleshbag Marauder,"When Fleshbag Marauder enters the battlefield, each player sacrifices a creature.",3,1,Creature — Zombie Warrior
"[""U""]",{4}{U},Cyclone Sire,"Flying
When Cyclone Sire dies, you may put three +1/+1 counters on target land you control. If you do, that land becomes a 0/0 Elemental creature with haste that's still a land.",3,4,Creature — Elemental
"[""R""]",{4}{R},Atarka Pummeler,"Formidable — {3}{R}{R}: Creatures you control gain menace until end of turn. Activate this ability only if creatures you control have total power 8 or greater. (They can't be blocked except by two or more creatures.)",4,5,Creature — Ogre Warrior
"[""U""]",{1}{U}{U},Dissipate,"Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",,,Instant
"[""B"",""W""]",{1}{W},Suture Spirit,"Flying
{W/B}{W/B}{W/B}: Regenerate target creature.",1,1,Creature — Spirit
"[""B""]",{7},Altar of Shadows,"At the beginning of your precombat main phase, add {B} for each charge counter on Altar of Shadows.
{7}, {T}: Destroy target creature. Then put a charge counter on Altar of Shadows.",,,Artifact
"[""B""]",{2}{B},Tomb Hex,"Target creature gets -2/-2 until end of turn.
Landfall — If you had a land enter the battlefield under your control this turn, that creature gets -4/-4 until end of turn instead.",,,Instant
"[""W""]",{5}{W},Channel Harm,"Prevent all damage that would be dealt to you and permanents you control this turn by sources you don't control. If damage is prevented this way, you may have Channel Harm deal that much damage to target creature.",,,Instant
[],{3},"Seer's Lantern","{T}: Add {C}.
{2}, {T}: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",,,Artifact
[],{3},Training Drone,"Training Drone can't attack or block unless it's equipped.",4,4,Artifact Creature — Drone
"[""U""]",{5}{U}{U},Sphinx of Uthuun,"Flying
When Sphinx of Uthuun enters the battlefield, reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.",5,6,Creature — Sphinx
[],,Swarmyard,"{T}: Add {C}.
{T}: Regenerate target Insect, Rat, Spider, or Squirrel.",,,Land
[],{X}{X},Walking Ballista,"Walking Ballista enters the battlefield with X +1/+1 counters on it.
{4}: Put a +1/+1 counter on Walking Ballista.
Remove a +1/+1 counter from Walking Ballista: It deals 1 damage to any target.",0,0,Artifact Creature — Construct
"[""W""]",{4}{W},Valorous Steed,"Vigilance (Attacking doesn't cause this creature to tap.)
When Valorous Steed enters the battlefield, create a 2/2 white Knight creature token with vigilance.",3,3,Creature — Unicorn
"[""W""]",{2}{W},"Danitha Capashen, Paragon","First strike, vigilance, lifelink
Aura and Equipment spells you cast cost {1} less to cast.",2,2,Legendary Creature — Human Knight
"[""B""]",{1}{B},Flensermite,"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",1,1,Creature — Gremlin
"[""U""]",{2}{U}{U},Slithermuse,"When Slithermuse leaves the battlefield, choose an opponent. If that player has more cards in hand than you, draw cards equal to the difference.
Evoke {3}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",3,3,Creature — Elemental
"[""B""]",{2}{B},Aspect of Gorgon,"Enchant creature
Enchanted creature gets +1/+3 and has deathtouch. (Any amount of damage it deals to a creature is enough to destroy it.)",,,Enchantment — Aura
"[""B"",""G""]",{B/G},Slitherhead,"Scavenge {0} ({0}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)",1,1,Creature — Plant Zombie
"[""G""]",{X}{G},Untamed Might,Target creature gets +X/+X until end of turn.,,,Instant
[],{1},Pyxis of Pandemonium,"{T}: Each player exiles the top card of their library face down.
{7}, {T}, Sacrifice Pyxis of Pandemonium: Each player turns face up all cards they own exiled with Pyxis of Pandemonium, then puts all permanent cards among them onto the battlefield.",,,Artifact
"[""B""]",{2}{B},"Renegade's Getaway","Target permanent gains indestructible until end of turn. Create a 1/1 colorless Servo artifact creature token. (Effects that say ""destroy"" don't destroy a permanent with indestructible, and if it's a creature, it can't be destroyed by damage.)",,,Instant
"[""R""]",{3}{R},Shivan Wumpus,"Trample
When Shivan Wumpus enters the battlefield, any player may sacrifice a land. If a player does, put Shivan Wumpus on top of its owner's library.",6,6,Creature — Beast
"[""W""]",{3}{W}{W},Serra Angel,"Flying, vigilance",4,4,Creature — Angel
"[""B""]",{2}{B},Fallen Ideal,"Enchant creature
Enchanted creature has flying and ""Sacrifice a creature: This creature gets +2/+1 until end of turn.""
When Fallen Ideal is put into a graveyard from the battlefield, return Fallen Ideal to its owner's hand.",,,Enchantment — Aura
"[""G""]",{3}{G}{G},Centaur Battlemaster,"Heroic — Whenever you cast a spell that targets Centaur Battlemaster, put three +1/+1 counters on Centaur Battlemaster.",3,3,Creature — Centaur Warrior
"[""G""]",{4}{G}{G},"Multani, Yavimaya's Avatar","Reach, trample
Multani, Yavimaya's Avatar gets +1/+1 for each land you control and each land card in your graveyard.
{1}{G}, Return two lands you control to their owner's hand: Return Multani from your graveyard to your hand.",0,0,Legendary Creature — Elemental Avatar
"[""G""]",{2}{G},Rite of Passage,"Whenever a creature you control is dealt damage, put a +1/+1 counter on it. (The damage is dealt before the counter is put on.)",,,Enchantment
"[""R""]",{2}{R},Heckling Fiends,{2}{R}: Target creature attacks this turn if able.,2,2,Creature — Devil
"[""R""]",{1}{R},Battle Hymn,Add {R} for each creature you control.,,,Instant
[],{7},Sphinx-Bone Wand,"Whenever you cast an instant or sorcery spell, you may put a charge counter on Sphinx-Bone Wand. If you do, Sphinx-Bone Wand deals damage equal to the number of charge counters on it to any target.",,,Artifact
"[""G""]",{5}{G}{G},Avenger of Zendikar,"When Avenger of Zendikar enters the battlefield, create a 0/1 green Plant creature token for each land you control.
Landfall — Whenever a land enters the battlefield under your control, you may put a +1/+1 counter on each Plant creature you control.",5,5,Creature — Elemental
"[""B""]",{3}{B},Torment of Scarabs,"Enchant player
At the beginning of enchanted player's upkeep, that player loses 3 life unless they sacrifice a nonland permanent or discard a card.",,,Enchantment — Aura Curse
"[""U""]",{1}{U},Cloudseeder,"Flying
{U}, {T}, Discard a card: Create a 1/1 blue Faerie creature token named Cloud Sprite. It has flying and ""Cloud Sprite can block only creatures with flying.""",1,1,Creature — Faerie Spellshaper
"[""W""]",{W},Honor Guard,{W}: Honor Guard gets +0/+1 until end of turn.,1,1,Creature — Human Soldier
"[""B"",""U""]",{U}{B},Thought Erasure,"Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.
Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",,,Sorcery
"[""B"",""U""]",{3}{U},Krovikan Whispers,"Enchant creature
Cumulative upkeep {U} or {B} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
You control enchanted creature.
When Krovikan Whispers is put into a graveyard from the battlefield, you lose 2 life for each age counter on it.",,,Enchantment — Aura
"[""B""]",{1}{B},Swamp Mosquito,"Flying
Whenever Swamp Mosquito attacks and isn't blocked, defending player gets a poison counter. (A player with ten or more poison counters loses the game.)",0,1,Creature — Insect
"[""W""]",{1}{W},Imposing Sovereign,Creatures your opponents control enter the battlefield tapped.,2,1,Creature — Human Noble
"[""B""]",{1}{B},Die Young,"Choose target creature. You get {E}{E} (two energy counters), then you may pay any amount of {E}. The creature gets -1/-1 until end of turn for each {E} paid this way.",,,Sorcery
"[""U"",""W""]",{W/U}{W/U}{W/U}{W/U},"Arcanist's Owl","Flying
When Arcanist's Owl enters the battlefield, look at the top four cards of your library. You may reveal an artifact or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",3,3,Artifact Creature — Bird
[],{4},Arcbound Hybrid,"Haste
Modular 2 (This creature enters the battlefield with two +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)",0,0,Artifact Creature — Beast
"[""G""]",{1}{G}{G},Prowling Serpopard,"This spell can't be countered.
Creature spells you control can't be countered.",4,3,Creature — Cat Snake
"[""U""]",,"Magosi, the Waterveil","Magosi, the Waterveil enters the battlefield tapped.
{T}: Add {U}.
{U}, {T}: Put an eon counter on Magosi, the Waterveil. Skip your next turn.
{T}, Remove an eon counter from Magosi, the Waterveil and return it to its owner's hand: Take an extra turn after this one.",,,Land
"[""U""]",{1}{U},Eel Umbra,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +1/+1.
Totem armor (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)",,,Enchantment — Aura
"[""R""]",{1}{R},Oxidda Daredevil,Sacrifice an artifact: Oxidda Daredevil gains haste until end of turn.,2,1,Creature — Goblin Artificer
"[""B"",""R""]",{1}{B}{R},Jagged Poppet,"Whenever Jagged Poppet is dealt damage, discard that many cards.
Hellbent — Whenever Jagged Poppet deals combat damage to a player, if you have no cards in hand, that player discards cards equal to the damage.",3,4,Creature — Ogre Warrior
"[""G""]",{2}{G},Dune Diviner,"{1}, Tap an untapped Desert you control: You gain 1 life.",2,3,Creature — Naga Cleric
"[""B""]",{4}{B},Essence Drain,Essence Drain deals 3 damage to any target and you gain 3 life.,,,Sorcery
[],{11},Pathrazer of Ulamog,"Annihilator 3 (Whenever this creature attacks, defending player sacrifices three permanents.)
Pathrazer of Ulamog can't be blocked except by three or more creatures.",9,9,Creature — Eldrazi
"[""B""]",{3}{B}{B},Painwracker Oni,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
At the beginning of your upkeep, sacrifice a creature if you don't control an Ogre.",5,4,Creature — Demon Spirit
"[""R""]",{1}{R},Dreadhorde Arcanist,"Trample
Whenever Dreadhorde Arcanist attacks, you may cast target instant or sorcery card with converted mana cost less than or equal to Dreadhorde Arcanist's power from your graveyard without paying its mana cost. If that spell would be put into your graveyard this turn, exile it instead.",1,3,Creature — Zombie Wizard
"[""B"",""U""]",{2},Talisman of Dominance,"{T}: Add {C}.
{T}: Add {U} or {B}. Talisman of Dominance deals 1 damage to you.",,,Artifact
"[""G""]",{3}{G},Unstoppable Ash,"Trample
Champion a Treefolk or Warrior (When this enters the battlefield, sacrifice it unless you exile another Treefolk or Warrior you control. When this leaves the battlefield, that card returns to the battlefield.)
Whenever a creature you control becomes blocked, it gets +0/+5 until end of turn.",5,5,Creature — Treefolk Warrior
"[""R""]",{1}{R},Sigiled Skink,"Whenever Sigiled Skink attacks, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",2,1,Creature — Lizard
[],{8}{C}{C},"Kozilek, the Great Distortion","When you cast this spell, if you have fewer than seven cards in hand, draw cards equal to the difference.
Menace
Discard a card with converted mana cost X: Counter target spell with converted mana cost X.",12,12,Legendary Creature — Eldrazi
"[""R""]",{3}{R},Transmogrify,"Exile target creature. That creature's controller reveals cards from the top of their library until they reveal a creature card. That player puts that card onto the battlefield, then shuffles the rest into their library.",,,Sorcery
"[""U""]",{1}{U}{U},Latch Seeker,"Latch Seeker can't be blocked.",3,1,Creature — Spirit
"[""U""]",{U},Hydrosurge,Target creature gets -5/-0 until end of turn.,,,Instant
"[""U""]",{2}{U},Vigean Graftmage,"Graft 2 (This creature enters the battlefield with two +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
{1}{U}: Untap target creature with a +1/+1 counter on it.",0,0,Creature — Vedalken Wizard Mutant
"[""B""]",{1}{B},Malevolent Noble,"{2}, Sacrifice an artifact or another creature: Put a +1/+1 counter on Malevolent Noble.",2,2,Creature — Human Noble
"[""G""]",{3}{G},Emerald Oryx,"Forestwalk (This creature can't be blocked as long as defending player controls a Forest.)",2,3,Creature — Antelope
"[""R""]",{4}{R}{R},Ripscale Predator,"Menace (This creature can't be blocked except by two or more creatures.)",6,5,Creature — Dinosaur
"[""G"",""R"",""W""]",{3}{R}{G}{W},"Palladia-Mors, the Ruiner","Flying, vigilance, trample
Palladia-Mors, the Ruiner has hexproof if it hasn't dealt damage yet.",6,6,Legendary Creature — Elder Dragon
"[""B"",""G""]",{1}{B}{G},Catacomb Sifter,"Devoid (This card has no color.)
When Catacomb Sifter enters the battlefield, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""
Whenever another creature you control dies, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",2,3,Creature — Eldrazi Drone
"[""W""]",{W},"Harm's Way",The next 2 damage that a source of your choice would deal to you and/or permanents you control this turn is dealt to any target instead.,,,Instant
"[""U""]",{2}{U},Crashing Tide,"This spell has flash as long as you control a Merfolk.
Return target creature to its owner's hand.
Draw a card.",,,Sorcery
"[""U""]",{2}{U},Stitched Mangler,"Stitched Mangler enters the battlefield tapped.
When Stitched Mangler enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",2,3,Creature — Zombie Horror
"[""U""]",{4}{U}{U},Frost Titan,"Whenever Frost Titan becomes the target of a spell or ability an opponent controls, counter that spell or ability unless its controller pays {2}.
Whenever Frost Titan enters the battlefield or attacks, tap target permanent. It doesn't untap during its controller's next untap step.",6,6,Creature — Giant
"[""B""]",{2}{B},Thieving Sprite,"Flying
When Thieving Sprite enters the battlefield, target player reveals X cards from their hand, where X is the number of Faeries you control. You choose one of those cards. That player discards that card.",1,1,Creature — Faerie Rogue
"[""R""]",{R},Slag Fiend,"Slag Fiend's power and toughness are each equal to the number of artifact cards in all graveyards.",*,*,Creature — Construct
"[""U""]",{3}{U}{U},Messenger Drake,"Flying
When Messenger Drake dies, draw a card.",3,3,Creature — Drake
"[""U""]",{2}{U}{U},Wilderness Hypnotist,{T}: Target red or green creature gets -2/-0 until end of turn.,1,3,Creature — Merfolk Wizard
"[""G""]",{3}{G},Migratory Greathorn,"Mutate {2}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",3,4,Creature — Beast
[],{2},Corrupted Grafstone,"Corrupted Grafstone enters the battlefield tapped.
{T}: Choose a color of a card in your graveyard. Add one mana of that color.",,,Artifact
[],{4},Avarice Amulet,"Equipped creature gets +2/+0 and has vigilance and ""At the beginning of your upkeep, draw a card.""
Whenever equipped creature dies, target opponent gains control of Avarice Amulet.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,,Artifact — Equipment
"[""G"",""U""]",{2}{U},Silkwing Scout,"Flying
{G}, Sacrifice Silkwing Scout: Search your library for a basic land card and put that card onto the battlefield tapped. Then shuffle your library.",2,1,Creature — Faerie Scout
"[""U""]",{U},Distortion Strike,"Target creature gets +1/+0 until end of turn and can't be blocked this turn.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",,,Sorcery
"[""W""]",{1}{W},Amrou Scout,"{4}, {T}: Search your library for a Rebel permanent card with converted mana cost 3 or less and put it onto the battlefield. Then shuffle your library.",2,1,Creature — Kithkin Rebel Scout
"[""W""]",{1}{W}{W},"Kemba's Skyguard","Flying
When Kemba's Skyguard enters the battlefield, you gain 2 life.",2,2,Creature — Cat Knight
"[""G""]",{2}{G}{G},Matsu-Tribe Birdstalker,"Whenever Matsu-Tribe Birdstalker deals combat damage to a creature, tap that creature and it doesn't untap during its controller's next untap step.
{G}: Matsu-Tribe Birdstalker gains reach until end of turn. (It can block creatures with flying.)",2,2,Creature — Snake Warrior Archer
"[""G""]",{3}{G}{G},Pine Walker,"Morph {4}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Whenever Pine Walker or another creature you control is turned face up, untap that creature.",5,5,Creature — Elemental
"[""G""]",{1}{G},Ancient Animus,"Put a +1/+1 counter on target creature you control if it's legendary. Then it fights target creature an opponent controls. (Each deals damage equal to its power to the other.)",,,Instant
"[""G""]",{1}{G}{G},Trained Armodon,,3,3,Creature — Elephant
"[""G""]",{G},Wildwood Tracker,"Whenever Wildwood Tracker attacks or blocks, if you control another non-Human creature, Wildwood Tracker gets +1/+1 until end of turn.",1,1,Creature — Elf Warrior
"[""W""]",{3}{W},Kinsbaile Balloonist,"Flying
Whenever Kinsbaile Balloonist attacks, you may have target creature gain flying until end of turn.",2,2,Creature — Kithkin Soldier
[],{2},Alpha Myr,,2,1,Artifact Creature — Myr
[],{2},"Captain's Claws","Equipped creature gets +1/+0.
Whenever equipped creature attacks, create a 1/1 white Kor Ally creature token that's tapped and attacking.
Equip {1}",,,Artifact — Equipment
"[""B""]",{1}{B}{B},Plague Mare,"Plague Mare can't be blocked by white creatures.
When Plague Mare enters the battlefield, creatures your opponents control get -1/-1 until end of turn.",2,2,Creature — Nightmare Horse
"[""B"",""R""]",{3}{R},Blistering Dieflyn,"Flying
{B/R}: Blistering Dieflyn gets +1/+0 until end of turn.",0,1,Creature — Imp
"[""U""]",{5}{U}{U},Agent of Treachery,"When Agent of Treachery enters the battlefield, gain control of target permanent.
At the beginning of your end step, if you control three or more permanents you don't own, draw three cards.",2,3,Creature — Human Rogue
"[""R"",""U""]",{1}{U}{R},"Jori En, Ruin Diver","Whenever you cast your second spell each turn, draw a card.",2,3,Legendary Creature — Merfolk Wizard
"[""R""]",{R},Scorch Spitter,"Whenever Scorch Spitter attacks, it deals 1 damage to the player or planeswalker it's attacking.",1,1,Creature — Elemental Lizard
"[""W""]",{2},Colossal Plow,"Whenever Colossal Plow attacks, add {W}{W}{W} and you gain 3 life. Until end of turn, you don't lose this mana as steps and phases end.
Crew 6 (Tap any number of creatures you control with total power 6 or more: This Vehicle becomes an artifact creature until end of turn.)",6,3,Artifact — Vehicle
"[""B""]",{2}{B},Mark of the Oni,"Enchant creature
You control enchanted creature.
At the beginning of the end step, if you control no Demons, sacrifice Mark of the Oni.",,,Enchantment — Aura
